,user_id,lexeme_id,n_correct,n_seen
718,u:hi0D,575d2821d7c3fa6d410c0eb2ea878f28,7.0,8.0
719,u:iaJS,730b0cea8ba72488da248501583b0ea3,9.0,11.0
720,u:hQkI,c042776c6e21db7522381dc8a022e74e,18.0,19.0
721,u:hQnI,f21a429c717dd93b9f5723f20d87ab8a,6.0,7.0
722,u:b5GM,28be98309e892e45c6e4d705938fcf68,9.0,10.0
723,u:fTmH,dbb39d99d85992665a890faf9954eda2,4.0,5.0
724,u:iPoJ,be2ec2c393a6049b9e1928af32c3cf08,2.0,3.0
725,u:iaVd,25dcc7b3420a56110835a165f02513c9,5.0,6.0
726,u:fv5i,65e5296142d056fd1403e95fb027f107,2.0,4.0
727,u:iI4h,79bc604cac932a2b9dd8df4ed021892d,2.0,2.0
728,u:cLtR,70330beaf1dc949ce6544eb1c30b757a,2.0,2.0
729,u:i6T6,cc86e49e66863d159c228a7216fc5c1b,3.0,4.0
730,u:ibEl,822ef52ef2cf0f095a65190d10958517,4.0,4.0
731,u:h6-i,2b97dce464f0a69324ffd2955a7eff1f,3.0,3.0
732,u:i1T8,390ca9c2868c14c5616c460e4f31762c,3.0,3.0
733,u:gDjX,341c91dfabbda45c7323930090c25d52,1.0,3.0
734,u:iQv-,8a983364dfa0384768234c9b8f843a6d,2.0,2.0
735,u:hm5q,97e922f780d628eac638bea7a02bf496,21.0,22.0
736,u:hKDH,7da6a45fb9278755569c759bead84c4d,10.0,11.0
737,u:m7y,17bff849c2fb6654d3022b0cef3f5b64,69.0,80.0
738,u:crke,e16c578226476ae646530b6356f9b0ad,6.0,6.0
739,u:h0dC,367e6287caf3f06b3b9f0e2a1dd2ec5c,3.0,3.0
740,u:hK_n,8fd8a3eca8b85ed3418bff774389f1f2,2.0,3.0
741,u:iYgu,2a5f9687f146bdb703ab03f7bedf2d3c,4.0,4.0
742,u:Arp,22eab84cf4ccfcc9142cf1a5aeb1867f,10.0,10.0
743,u:iWDL,7aa2228c30f03c74ba51ba58a7159782,4.0,4.0
744,u:cRHd,109cddf825db4d8e0d00d19b2c3cb1b3,2.0,3.0
745,u:d255,c52ab45d4e22ee7580041911159e3c0c,8.0,9.0
746,u:iGSM,81d3f527c32966c66d91396f06430cf8,4.0,4.0
747,u:i_gu,967bfdb9d5180c33cfb21dca82034e85,3.0,3.0
748,u:gsXn,4ab26c0dbe3d26747e4a00b228001ce0,5.0,5.0
749,u:gRaS,5187edd4b17d4b010cc27f94d1d82b47,7.0,7.0
750,u:gL1x,a2f363f17e86b56e2d51f5c15c4b886b,6.0,6.0
751,u:isRl,7dfd7086f3671685e2cf1c1da72796d7,18.0,19.0
752,u:t3r,c1c9deb2ebe11a0ee05ba3f8aac5c17e,5.0,5.0
753,u:h-lv,17bbece268a95c1fbf901788c16f43bf,10.0,11.0
754,u:Gi_,1f9f7fe66104f572043d3dd534634334,6.0,6.0
755,u:i0ct,827a8ecb89f9b59ac5c29b620a5d3ed6,4.0,4.0
756,u:fWfY,d7d669520d89eac36cf587ccae7681a8,8.0,8.0
757,u:jcxa,5cd2980e6883c8c03e38cfd7405a681b,5.0,5.0
758,u:hh5f,bce6c6ffece32f2c9553528a6d10d06c,3.0,3.0
759,u:ifM9,a94a938b71c9bd3352c0811cb5f94d72,3.0,4.0
760,u:iBWz,c7cdabd85f63506807f8d856897a2089,7.0,7.0
761,u:iutM,605a1c36da2cf22706eaad95b0b7eeee,2.0,4.0
762,u:gVoj,dda027f2a23ac4b34effe710858ff724,2.0,2.0
763,u:il05,b314eb04f77f9a6f277a4f6546d51287,6.0,7.0
764,u:iHxj,b1fa821800397fc725c5d29e1a950dfd,2.0,2.0
765,u:iJv8,b968b069e4e2c04848e9f8924e34c031,4.0,4.0
766,u:fA4A,6d6841b5a0ea88d87c2a7b6eee95ab48,62.0,71.0
767,u:i2Gu,74b2ac77cf1b5c548dee1241dd3667b9,2.0,2.0
768,u:JZo,f6961332f09e344a1aaf88703eb3096a,12.0,14.0
769,u:i2Zo,16f2acaffe30cb9a81f422674d398df4,4.0,4.0
770,u:gH06,cf42e5d33bdbdfe5a870aa328bad5e22,2.0,2.0
771,u:gbiM,7ca59979d0c746c63d39ab85db3ef306,4.0,4.0
772,u:h8Ta,b968b069e4e2c04848e9f8924e34c031,12.0,13.0
773,u:hgeK,1e1f8d730c4ba99ad2873a7608324cf6,8.0,8.0
774,u:eKGD,bf1a0991fde06d4d50de759624aa28be,2.0,2.0
775,u:h1kX,960198d7136e70bb8208ef567dc66743,2.0,2.0
776,u:i_NH,389d16a7713404bf18de999b57a54eae,4.0,4.0
777,u:fhP_,68f3511800709e4fdc798b2afcc227cd,2.0,3.0
778,u:B70,300af9de3ca46c837e194f0f83ac3885,5.0,6.0
779,u:iNPd,6b945b144608aa4e5b254baf20e2be77,4.0,4.0
780,u:g7Z0,ff5d64dc9c3944ecc01653ca661888df,2.0,2.0
781,u:icIp,0e9f09196d4abc6a5ae82dd6d8772c95,4.0,5.0
782,u:jarx,7c5f7481bd058705944beb130edc5882,4.0,5.0
783,u:e06F,7ac56359d01420803f98c9c80ef266e8,6.0,6.0
784,u:iJoh,5fbb4578c6e08d3122b2321720d682d7,1.0,2.0
785,u:g1Y8,b43239f837356c525ca7d743d83fbf57,4.0,5.0
786,u:fYfK,4fdaa498ad844fc4c7adf7ddac542751,9.0,10.0
787,u:vHK,6d6841b5a0ea88d87c2a7b6eee95ab48,8.0,9.0
788,u:dLU0,827a8ecb89f9b59ac5c29b620a5d3ed6,7.0,9.0
789,u:fIOn,8cb617be9fdd00afacece5e116621006,3.0,4.0
790,u:h94D,b1d3c09c2fbf94a1bfa279ea186b9a12,4.0,4.0
791,u:gUxP,56d40fb7b9c3644375aad62b1c725f2c,8.0,9.0
792,u:fv8Z,b493941dee612f9cb734318c210ab257,33.0,36.0
793,u:dDcp,b9c32895e281d9bb82c033e4cf0a078a,6.0,6.0
794,u:jaPo,14781b6bcfcfcaaf954edc771d25d8a4,2.0,2.0
795,u:h1_w,7d5c9c888f97a47883c8c0065efd1cde,9.0,9.0
796,u:d3Ha,827a8ecb89f9b59ac5c29b620a5d3ed6,5.0,7.0
797,u:h0x5,fbe67675995a14ca58c2add83bfeb82e,4.0,4.0
798,u:iTBK,726f389db907347cd76ced1015c337c1,2.0,2.0
799,u:iE3o,59c0b5acd6bc34ced372852c86fff52b,4.0,4.0
800,u:hvAy,f19bad09b7354d4cf02403544519d849,4.0,4.0
801,u:gWAz,dd7cbaa0be9b2284da42b71bb7c47c0d,2.0,2.0
802,u:hPAC,1cd97e3ca798b64b751e358fdb0b1030,3.0,4.0
803,u:iJen,3d69e78dafc9bb33f926626a63c580bb,4.0,4.0
804,u:hjl2,68e328506cbc66fa56e2dc4328ba8789,2.0,5.0
805,u:dhxb,7d481c3b4f96a3a05ab7795a82124d2e,9.0,9.0
806,u:ia1X,edc4b14bab3ceef1d638ad779721f984,3.0,3.0
807,u:i1hC,65e39bd07057893f74d8db10b367f7aa,3.0,4.0
808,u:eVRq,66c11e49dde905787ba0b8c8b7f85115,5.0,5.0
809,u:i9OI,e83432c98b3619a933438e9300467491,19.0,19.0
810,u:iEMF,321a2b03427b8baa0f58c2dd0a22723c,1.0,3.0
811,u:ts7,55c1a67b846dfc181607afc72a8319d4,22.0,24.0
812,u:iH0T,cdfecc9247566d40bb964a218c54c783,3.0,3.0
813,u:gZbS,2bf969e8c0ed26432ed5fe08e4eafaad,3.0,3.0
814,u:dT6L,8b938fbf0a8c2b5b6da9b7d61019fa2e,2.0,2.0
815,u:iN7K,8b6401409f89715543edb1e0c707c162,2.0,3.0
816,u:dc-r,0cd82646c611fbd2bc0e6a0e9f2ad218,5.0,6.0
817,u:ihu1,fc37775015029e1d39f073eda2852b82,5.0,5.0
818,u:dz5r,5481f195e13174e3487e4390cf6259f8,9.0,9.0
819,u:iHh3,28de9c918b4093df7f88896e37213b27,2.0,3.0
820,u:dNOP,ec3bf0aff1f9c75a64d44ac1f13289f0,3.0,3.0
821,u:ga2R,dd34978165d17f7e729a2ef331a7600d,13.0,13.0
822,u:gonq,658242fffdcec0d483e6d846ead4506c,6.0,6.0
823,u:ixzY,e83432c98b3619a933438e9300467491,3.0,4.0
824,u:i6HR,74b2ac77cf1b5c548dee1241dd3667b9,2.0,2.0
825,u:Gl0,134d40daf8d6dd001ffe2b3113868c93,4.0,4.0
826,u:gzBd,dbfcff53f62c7064cd3af7e2838936f1,27.0,32.0
827,u:EBK,59102881589724d433351061c804d3cd,8.0,9.0
828,u:iNfs,fda174b61b0ed5e2eaa6deceae37f56b,6.0,7.0
829,u:hJnc,a6d1be753de87a9ad446c29d4dc217b5,3.0,3.0
830,u:hVVR,3e9be7ef8bbcf40e1bb3ae3a443d989b,4.0,5.0
831,u:itmc,a9d9e40ec966f6bf6a78080d8d1947ac,2.0,2.0
832,u:iJi4,021ba9ac4658d331dba26050448b4f34,2.0,3.0
833,u:eR70,e5eb6ee7cc4684582cd2bfb48ee8e23f,5.0,5.0
834,u:bbEJ,751870fa2768a6ee46e433d2b2852ce8,6.0,6.0
835,u:g8bA,3381865bed47a3bd9fcfb725efe8ab5c,4.0,4.0
836,u:dhJS,50b13a1ad5b08a2839578f5ac0cc5b9f,2.0,3.0
837,u:i1Wg,96e400fdbb0c09c224142b771abf2cbd,2.0,3.0
838,u:hjsQ,f8fdb9076b95ddccaccdbad286b0b558,3.0,3.0
839,u:SHz,5b39549a1e9bedb73fa6ec8d57fdf05e,3.0,3.0
840,u:iRox,3101845e143b1e9250ef997187a2c79a,2.0,2.0
841,u:iphb,81895adaf136a8e29a4e661724ccf9e8,3.0,3.0
842,u:jbPE,12157a474f4722909b9a08dc004b8e2d,5.0,7.0
843,u:iDVc,a9aad0b998c44a4f6ed4b9295084dd57,3.0,3.0
844,u:heul,928787744a962cd4ec55c1b22cedc913,9.0,12.0
845,u:q7T,b77ab67cbe0cd5b103bae870365329f6,9.0,9.0
846,u:ijzh,0b1edc026029c010555cfc22f54ee25f,3.0,3.0
847,u:jazt,958e352cb64f78feed5afb5b95657dbe,4.0,4.0
848,u:bmrS,165dc4d4b42c9d825cb913541fdd09a7,4.0,5.0
849,u:i0zu,6717aa032ad1b26e65cbbab25da5d308,3.0,3.0
850,u:gGLM,1bae0c85b056423560ddb9623f23773f,5.0,5.0
851,u:gys5,37c2cf9dc926fcfb48440a4e4e6b6812,3.0,4.0
852,u:gQ51,25dc66f6fbee40cf12aa94b1bc9398d1,4.0,4.0
853,u:it3j,e4a6c5abe9f3911c324195b06bebc3c1,10.0,11.0
854,u:iigG,d7d669520d89eac36cf587ccae7681a8,4.0,4.0
855,u:hNoI,b77ab67cbe0cd5b103bae870365329f6,4.0,4.0
856,u:iS-i,ee83763629a0d5a538c07e65bfd65593,4.0,4.0
857,u:g6q0,f19bad09b7354d4cf02403544519d849,3.0,4.0
858,u:h6ET,7504fc17a5a2fcc8b71c426f52eff5ff,1.0,3.0
859,u:K2o,341c91dfabbda45c7323930090c25d52,6.0,6.0
860,u:hTNr,c3c416ec9a16d9ec6f7b96236c5b49e2,12.0,13.0
861,u:bP4a,495f763ef6027e020c53431484aa5ede,6.0,6.0
862,u:ibly,928b0f7cd8a4786049c8736662197744,3.0,3.0
863,u:dTXm,e09b138d58a98c83f120ffbc898ce818,11.0,11.0
864,u:gEfK,7d4f55ded50c82e0ec73d889e3a9efd8,4.0,4.0
865,u:eAHV,2199c2e34a246811ededdd765f1933ce,4.0,4.0
866,u:iOV-,c0a645ef0812cf50c9807987c45e2701,2.0,2.0
867,u:dkM1,bcec23e952412fc27085a6af6289f821,3.0,4.0
868,u:gRKc,d0705eafec00822b93bf9cc9a9189bba,7.0,8.0
869,u:iAan,da95631a0adf347cb57054f2b49533f8,3.0,3.0
870,u:iI5g,40bcbd8339eeae2ed5ee89caf5c517c5,2.0,2.0
871,u:hOCq,841b06c7071b815dc0b23517ff200496,3.0,3.0
872,u:ilfl,bc77537cb121e6e22bd91949fbecc4c4,2.0,2.0
873,u:fysM,668a0288e4db47a03e78c8d660e2b7ad,3.0,3.0
874,u:cO13,aa94db3b587c7027e8505c25f6fc8ed9,11.0,12.0
875,u:i_RS,a6834806c43ea1be9eb3e4fdae6f98db,2.0,2.0
876,u:i9U9,d78b69f130faff0f7a51d4d2266c4b7a,3.0,3.0
877,u:gFz,0f4f9c3846cfb1c25afb44d5e46642b8,6.0,9.0
878,u:in8N,cb9b44daeb2fd896731bcdef127db8c3,8.0,8.0
879,u:iN1x,389d16a7713404bf18de999b57a54eae,2.0,2.0
880,u:gQIt,0675fd378e3251994addd1184a560eec,3.0,4.0
881,u:hyay,107cc07081fadc4035141c3bb5f43d88,5.0,5.0
882,u:fB_6,a18e94e6d95abfb6d23e941ef0132505,12.0,12.0
883,u:iCJC,87c450efea56f8f35f5ca4e48906a192,2.0,2.0
884,u:iSSZ,fda174b61b0ed5e2eaa6deceae37f56b,4.0,4.0
885,u:hMxZ,61c2f4dd9c024c9d99910ba2b04590b1,14.0,14.0
886,u:cBSq,2c370f156deb55e34cde0fe1f51f826a,6.0,6.0
887,u:hT5w,06285f8d7cb2f4bfb718799477942b99,2.0,3.0
888,u:h6rG,97e922f780d628eac638bea7a02bf496,6.0,7.0
889,u:iTuf,eac0a6e012ae1793120d137c1d0b6596,5.0,5.0
890,u:ircY,d64b11ab44cc6fa1b32ce3d4998bd5af,3.0,3.0
891,u:h07V,ef1f94c0e977e97bd02772867e9110f1,6.0,7.0
892,u:iKNE,7dc4a803d5fc1c35fd2f12269b54e908,5.0,6.0
893,u:hzaA,15f962d0625bff96e695a60fba7e2721,3.0,3.0
894,u:iS0V,1f52d650da1ee41e47ee11caf853e6f4,4.0,4.0
895,u:eS3F,8d14467f25ee2fe7f87946abc1fb3df6,7.0,8.0
896,u:hEDB,7e91b175e5c1142d358e5fb91281a448,3.0,4.0
897,u:gaQx,f3c7297e32f4bf16d315ea5982e950c2,3.0,3.0
898,u:h4cW,306fcf04f2bb44ed74798ae3007a3f60,2.0,2.0
899,u:drL1,791999e58f17fdd40d6ee18425a8d25f,3.0,3.0
900,u:iFVr,65e39bd07057893f74d8db10b367f7aa,10.0,10.0
901,u:ivYW,48f7b9ca4acd0a19ac0ff5ccd8cbd65a,2.0,2.0
902,u:fruF,a40346b97944ca3665966b2f7c716089,3.0,3.0
903,u:iTMj,9cbe4ff448a888bb327e212e6bb89b72,3.0,3.0
904,u:igFE,8e6df998cc5c26b86482a3040a5805e2,8.0,9.0
905,u:d10z,16849f7c84450e13d864046c2c8e0640,3.0,3.0
906,u:eigx,33edaaffdad5491d67ed5ade87394b40,2.0,2.0
907,u:hFbX,f00cd5d54171096208a6a1e13ab02ab9,8.0,10.0
908,u:fCXF,ab94aae2b451eece63b55c712145ad61,2.0,4.0
909,u:eEKV,08dfcd4e6c86bb047be6dc84e77ed664,7.0,7.0
910,u:hvGp,fae0c7ea7a27e80f43b341f52bfc3cd1,3.0,4.0
911,u:hxJr,de64b0a3bb8cb9360e85a1a87d8c3c44,13.0,15.0
912,u:h579,2199c2e34a246811ededdd765f1933ce,4.0,5.0
913,u:iSK5,ee83763629a0d5a538c07e65bfd65593,3.0,3.0
914,u:iL9x,e16c578226476ae646530b6356f9b0ad,2.0,2.0
915,u:fihM,db39f8fc3c7ad9cfbdd37439fdf83168,4.0,5.0
916,u:hJAc,bb7ca1ff45b2ac26c875c4e764b48935,9.0,10.0
917,u:iQfE,4556e51486a9c3283d4863a13b326f48,3.0,3.0
918,u:fowg,ca886bc339ea78c58abea6250665ad49,2.0,3.0
919,u:g_co,7daf4f95633cad04d50425db7cbc6326,3.0,4.0
920,u:cYPO,958e352cb64f78feed5afb5b95657dbe,15.0,18.0
921,u:iJS4,22e3fc5f089cf47dae927dfddcce2844,3.0,3.0
922,u:iXoo,653d29704b56b4a27be6b89f0a64453e,3.0,3.0
923,u:hY0p,25872fc2e77acd9d05a1f1281e4b88ee,8.0,9.0
924,u:f3QQ,11a42adad4515ac47c5e4708d1c26bb7,6.0,7.0
925,u:gTxg,75ca7cee2c7d8e7f51480e17139ad0f3,3.0,3.0
926,u:hKDr,4a441926f8eaa322e2b9949a40b94ccf,7.0,7.0
927,u:fddg,928787744a962cd4ec55c1b22cedc913,7.0,7.0
928,u:hSTd,92545dc760008a4cdb29e841e6121952,6.0,6.0
929,u:ispC,f644e2ba492883cb5808c939c51c909a,12.0,14.0
930,u:eS3F,861e17979b07a89a4eb23a81c0d29ed6,6.0,6.0
931,u:h3R5,6f9902a2e4d1f353aecc47843c9df6e7,2.0,3.0
932,u:gmjw,cfd0209136e56af5674beb77f8d26755,7.0,7.0
933,u:dXsb,2d7715db3b4a525d703dee6e80e38c6a,22.0,22.0
934,u:iOek,a52bc2771bde31d4d5e80bd29f350714,2.0,2.0
935,u:hPeK,8eb7f75896f6990366d6c8876c0b1987,3.0,4.0
936,u:i2oP,6467457ef675ada64c360e7d17642aaf,2.0,3.0
937,u:fJPW,e2b48e264e46d96e88977bbdebbe9432,3.0,4.0
938,u:dZdP,3ab110813111153c812b0413194ff50c,6.0,6.0
939,u:hn4W,145db07b1be00fbaee544744c67a4701,2.0,3.0
940,u:eoxa,bc2f9e0970ba02e471db084eff55b5cd,4.0,4.0
941,u:iKte,b314eb04f77f9a6f277a4f6546d51287,2.0,2.0
942,u:hZjU,460557b60caed60924e0191342faced6,4.0,4.0
943,u:i7hP,5fa72aeafbde5b346681886abbabf3f3,2.0,2.0
944,u:i_HJ,958e352cb64f78feed5afb5b95657dbe,2.0,3.0
945,u:uGl,87c450efea56f8f35f5ca4e48906a192,2.0,2.0
946,u:f7mV,cfb86260a1c58618c1741a5e3caa316b,3.0,3.0
947,u:iq61,6b1758597a104fab874420e950bfbad3,2.0,2.0
948,u:c699,1f52d650da1ee41e47ee11caf853e6f4,97.0,108.0
949,u:iNYD,8eec7a2d53c083e7657ad6d2083e0ad8,3.0,3.0
950,u:hWs1,3afc6d812aa6ea3a4220d10f86a705c9,6.0,6.0
951,u:iGfo,faa6fd18132b358958e440322ee82b4b,1.0,2.0
952,u:iPEw,b974624f112084b39586380fe4aaf32a,2.0,3.0
953,u:gjya,f060918652df299a3aae400cca597b5d,4.0,4.0
954,u:gi52,0e3303d571a42799644a2369e5117735,2.0,3.0
955,u:iQPD,65e39bd07057893f74d8db10b367f7aa,3.0,3.0
956,u:fU6Y,1972b3570ac0b8b2689ba27bef76e819,3.0,3.0
957,u:ii5P,0d9244f805fd55af1281a1bcb1a2cba6,3.0,5.0
958,u:iG5V,4406f1c64403562eb84df43d2aff4a4a,3.0,4.0
959,u:hgoF,cc996312cd47e305f8b9058d3afc958c,1.0,2.0
960,u:h8Np,547bb1812414cec172b0afef5ca93fce,3.0,4.0
961,u:ibSO,f0afde011fdbd05f904638cd2776d722,18.0,18.0
962,u:i1lE,d08cf940a72a6e1df3a6ae6bbd9f100f,3.0,3.0
963,u:iMMm,c89df1e3370573e88df637fe3eedc15d,2.0,2.0
964,u:hn-Y,9cfb037fb5bf9051645e9c7d5d336c73,2.0,2.0
965,u:daD7,33fead6e037d756872320b88174166d3,17.0,18.0
966,u:iRk3,23b995a641775627bb73d7959c8cb54e,2.0,2.0
967,u:bKWi,84d1525ced1b7226ebdae73da9269b25,5.0,5.0
968,u:hnn8,c3c416ec9a16d9ec6f7b96236c5b49e2,7.0,7.0
969,u:hAfh,61cb6ea259584128835bd14edd8d6de3,2.0,2.0
970,u:hgy_,0bd5d9cd7baaaf384b5344e27d15cecd,7.0,9.0
971,u:giew,54ed4cf41cbbae2ce97ddda174b5be84,14.0,16.0
972,u:hJTA,2b28e6b398b36d4f7f6ef0b7da31fd5c,25.0,27.0
973,u:hm9G,7c428c5a2e91c43a7cba5d11fb7d7c87,8.0,9.0
974,u:sR0,cf1858f99b3f31b59ecc1020e3dbc9b7,10.0,10.0
975,u:fOCs,cea25080ac57e5c12f7e0676f70a54df,10.0,10.0
976,u:g6Bl,0d9244f805fd55af1281a1bcb1a2cba6,3.0,5.0
977,u:il0k,8e6df998cc5c26b86482a3040a5805e2,26.0,29.0
978,u:d4OR,0fadc49b26181061ec3c810ad3002f6b,6.0,8.0
979,u:iKFT,4b3df2ebedd7644b3150c27e42487633,3.0,3.0
980,u:iwT7,8f39c1217e8e40a60baac6a5a5a1348a,1.0,3.0
981,u:g5V3,16f2acaffe30cb9a81f422674d398df4,2.0,2.0
982,u:jap2,60ca04f13f84bd807301e4407f7b6f18,5.0,5.0
983,u:iJVS,20dde14c9907e353804d0de13f198543,3.0,4.0
984,u:hooI,f0f2727a8c1b436349fa2f07bc698945,2.0,4.0
985,u:ioE6,f3996a785b8d9fe04c44850c79a0a337,9.0,9.0
986,u:h_Li,3e799dfe21b2ef7136996b40826a00b4,2.0,2.0
987,u:cIG9,6cccf8c1e2cf55255a1c30cda9da9cef,2.0,2.0
988,u:gJYQ,575d2821d7c3fa6d410c0eb2ea878f28,4.0,4.0
989,u:g2ih,a6f949fa049279ad56980bfe6cf500f4,7.0,8.0
990,u:hFKf,a89c81adea41dab4e9587bb884e2f3d3,2.0,2.0
991,u:fcwJ,1fc2f0656f2fe60d027751545f84e7d5,46.0,49.0
992,u:il-I,7bd184d1bb2f5efeecdf412f54026cea,3.0,3.0
993,u:e1-4,cf27a39ca3fcc861581ba158307d9b1a,4.0,5.0
994,u:i53t,bae1d9927dc8b6f7b0d0a85263d4b74f,2.0,2.0
995,u:bgm,03aaf61ae9dca70070214f3c390ebd7e,19.0,23.0
996,u:iBxe,97e922f780d628eac638bea7a02bf496,8.0,9.0
997,u:g_OL,5fc16736d9679de18b8293507d707bb1,4.0,4.0
998,u:dZX8,9c2869c9ee9e46c450ad325ba3048261,8.0,10.0
999,u:e8mn,3c3ef61b68615d9b1fd2d24e6f18fba8,5.0,5.0
